reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
A2IPGCHPX1WYHH,B000URXP6E,1,1,5,I have really sensitive skin therefore never was able to use any type of scrub all my life.  But a friend advice me to try this one because my skin started to smell pretty bad during certain  times of the month.  Causes no irritation and I was able to use it everyday.  Seems to get rid of the oily smell from my face.,I have really sensitive skin But a friend advice me to try this one because my skin started to smell pretty bad during certain   times of the month . Causes no irritation Seems to get rid of the oily smell from my face .,5.000000
A2JAEYUNQB6BIF,B000FI4S1E,1,1,5,Gift for sister. She loves it,Gift for sister . She loves it,5.000000
A4DEEDXZK8L78,B0012Y0ZG2,1,1,5,This is a beautiful scented lotion.  Very moisturizing and scent is perfect. I will order again when I run out.  It matched perfectly to the perfume.,This is a beautiful scented lotion . and scent is perfect . It matched perfectly to the perfume .,5.000000
A2POJYG128B2EX,B0012Y0ZG2,1,1,5,Love the fresh scent,Love the fresh scent,5.000000
A20K51AP7RX6V8,B0012Y0ZG2,1,1,5,Hard to find and expensive but I love this shower cream.  I first discovered it more than 10 years ago and I'm very happy to be reacquainted with it.  The best part about it is that it says with you all day.,Hard to find and expensive but I love this shower cream . and I am very happy to be reacquainted with it . The best part about it is,5.000000
A39H1GO9E3YQIB,B001ET7FZE,1,1,5,"My eight-year-old daughter, who already has braces, is very picky about her toothpaste. Fortunately she likes the flavor of this Colgate Maximum Cavity Protection toothpaste. Described as ""mild bubble fruit,"" she just calls it bubblegum. I tried some myself and it is indeed mild. It reminded me of the bubblegum-flavored paste I used as a kid, though I didn't get any fruit flavors. Regardless, it's mild enough that even my picky kid - who hates ""spicy"" paste - liked this.

This is intended for six year olds and up, as it has pretty much an adult amount of fluoride (0.24%). The pump says that kids ages two to six can use a pea-sized amount. Obviously the concern here is potential swallowing.

It's been years since I've used a pump, and I forgot how much I liked them. This is virtually mess free, with a red button easy enough for my daughter to use in her own. All in all, I was extremely impressed by this toothpaste and might even use it from time to time myself. Recommended.","who already has braces , is very picky about her toothpaste . Fortunately she likes the flavor of this Colgate Maximum Cavity Protection toothpaste . Regardless , it is mild enough that even my picky kid - who hates "" spicy "" paste - liked this . and up , as it has pretty much an adult amount of fluoride ( 0.24 % ) . Obviously the concern here is potential swallowing . and I forgot how much I liked them . This is virtually mess free , with a red button easy enough for my daughter to use in her own . All in all , I was extremely impressed by this toothpaste Recommended .",5.000000
A173YMJ9XFVRSY,B00W259T7G,1,1,5,"This soap is great for those who are sensitive to fragrance.
I'm not sure it is UN scented, but it is certainly LIGHTLY scented.
Five stars.","This soap is great for those who are sensitive to fragrance . I am not sure it is UN scented , but it is certainly LIGHTLY scented .",5.000000
AKJHHD5VEH7VG,B0010ZBORW,1,1,5,"This is a great product. I used it after a shower and it did a remarkable job at removing rough spots from my feet.

Thus fits comfortably in the palm and covers a greater surface area than other types of foot smoother.  It glides over curves and contours  without missing a spit. This performs much better Han cheese greater types of tools as well as the eggs.

Great product at a reasonable price.",This is a great product . and it did a remarkable job at removing rough spots from my feet . Thus fits comfortably in the palm and covers a greater surface area than other types of foot smoother . and contours   without missing a spit . This performs much better Han cheese greater types of tools as well as the eggs . Great product at a reasonable price .,5.000000
A2BYQUQ8ITJTE8,B0009RF9DW,1,1,5,"Before i used this my main Body wash was Old Spice, after i started using this and feels refreshing and clean I like to go between the other kinds of Dial Soap over all happy with the product.",and feels refreshing and clean I like to go between the other kinds of Dial Soap over all happy with the product .,5.000000
A2BFYX5LXWT7J,B0012Y0ZG2,1,1,5,"Azur is always my favorite in the Thymes collection because of its clean, fresh scent. I like that my skin feels moisturized when using this product in the shower.","Azur is always my favorite in the Thymes collection because of its clean , fresh scent . I like",5.000000
AXZPSRWKSDO27,B00006L9LC,1,1,5,"Christmas present.
My son loves the variety. Inviting look.
Efficient packaging. Arrived in a few days.  :)",My son loves the variety . Inviting look . Efficient packaging .,5.000000
AV10T680T0UWB,B0012Y0ZG2,1,1,5,Smells wonderful and lathers nicely.  Like all Andalou products you know its good for your skin and works well too. I purchase many skin products from this company and like the quality.,Smells wonderful and lathers nicely . Like all Andalou products you know its good for your skin and works well too . and like the quality .,5.000000
A8CGEXNIB402C,B0012Y0ZG2,1,1,5,I purchased Chanel Antaeus Bath and shower Gel.  The process was quick and easy and I received the product when promised.,and easy when promised .,5.000000
A1UARSQWRRYEB7,B0012Y0ZG2,1,1,5,Love this shampoo! Recommended by a friend! Color really lasts!,Love this shampoo ! Recommended by a friend !,5.000000
A27VWQXCDU4U9D,B0012Y0ZG2,1,1,5,Love it,Love it,5.000000
A2A3IPL0AVGETE,B0012Y0ZG2,1,1,5,wife loved it,wife loved it,5.000000
A2MOJFGIAPOQQ3,B000URXP6E,-1,1,5,"I've had scalp issues my entire life and this is the only brand that not only didn't cause problems but cleared up problems I've had since I was a kid. I can remember my grandpa playing with my hair when I was eight and then going ""Good grief, her scalp is one giant scab!"" but since I've started using Nature's Gate I barely even have dandruff, much less scabs. I cannot express enough how much I love this brand. I may joke about the vegan shampoo thing, but everyone who knows me knows how much I adore this company and their products. The fact that the range of products also happens to smell delectable is just a bonus for me. When I moved somewhere where it wasn't easily found in stores I did try some other paraben and sulfate free shampoos and that was SUCH a disaster. I was just lucky it didn't give me horrible sores (which has happened in the past when trying different shampoos). So I got online and got my shampoo.","I have had scalp issues my entire life because problems but cleared up problems I have had since I was a kid . I can remember my grandpa playing with my hair and then going "" Good grief , her scalp is one giant scab ! "" I can not express enough how much I love this brand . I may joke about the vegan shampoo thing , who knows me knows how much I adore this company that the range of products also happens to smell delectable is just a bonus for me . When I moved somewhere where it was not easily found in stores I did try some other paraben where it was not easily found in stores I did try some other paraben and sulfate free shampoos and that was SUCH a disaster . that was SUCH a disaster . I was just lucky it did not give me horrible sores (",5.000000
A23ZC494ZWNEE0,B0012Y0ZG2,1,1,5,This is a great product. I have been using it since two years ago. It is very gentle on your hair!,This is a great product . It is very gentle on your hair !,5.000000
A37XI9VKWZWZKO,B000URXP6E,1,1,5,love it. will continue to use all products from herline,love it .,5.000000
A14YENXHLKG9WL,B0012Y0ZG2,1,1,5,"this is getting hard  to find.  don't know why -- it's one  of the best scents  for summer that we have ever discovered.  we have the lotion, the wash, and the cologne.",this is getting hard   to find . why -- it is one   of the best scents   for summer,5.000000
A250XH0NBH6AHN,B0009RF9DW,1,1,5,This product is very gentle on my skin,This product is very gentle on my skin,5.000000
A2BLQAZWM052C1,B000URXP6E,1,1,5,This is my wife's go to body wash.,This is my wife 's go to body wash .,5.000000
ARPSCXPD7FYZ4,B0012Y0ZG2,1,1,5,"Great product, I had no issues and love the way it smelled and how it made my skin feel.","Great product , I had no issues and love the way it smelled",5.000000
A1JDBXPK20HBUW,B00006L9LC,-1,1,5,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia.","One of my favorite skincare lines . but since I am not getting younger , I thought I would try their more mature line . Strangely , it is LESS moisturizing than their younger line . I think the essence in this package is better and moisturizer in the other package is much better .",5.000000
A23JI9AN3N4GFK,B0012Y0ZG2,1,1,5,"I've used Bellmira Herbaflor Herbal Baths for years and for a relaxing bubble bath, these are the Best Ever! The water here is Very Hard & this stuff still makes bubbles like no other I've ever found. Scents are Mild. A Must try.","and for a relaxing bubble bath , these are the Best Ever ! The water here is Very Hard & this stuff still makes bubbles like no other I have ever found .",5.000000
A34OON6ZYATX36,B00VG1AV5Q,1,1,5,I have very curly hair and always used Mousse products.  I began to have a reaction to the product and tried naturelle.  The gel works well and I have no reaction to the product.  Very glad I found it!,The gel works well and I have no reaction to the product . Very glad I found it !,5.000000
ALC78IZMOVRHN,B0013NB7DW,1,1,5,"When my local stores quit carrying this product I turned to Amazon. I've used Lectric Shave for decades. First for getting a smooth shave with an electric razor and then I discovered it worked very well if I used this on my skin before I used shave cream. Makes the shave even smoother and surprise - my razor blades last 3 or 4 times longer. I think it has a silicone oil in it that coats the steel keeping regular razor blades sharper longer. Anyway, now I have a supply and don't have to worry about burning gas as I run to several stores looking for Lectric Shave. Good product too, I do not want to use the store brands of this.","When my local stores quit carrying this product I turned to Amazon . First for getting a smooth shave with an electric razor and then I discovered it worked very well if I used this on my skin before I used shave cream . and then I discovered it worked very well if I used this on my skin before I used shave cream . Makes the shave even smoother and surprise - my razor blades last 3 that coats the steel keeping regular razor blades sharper longer . and do not have to worry about burning gas as I run to several stores looking for Lectric Shave . Good product too , I do not want to use the store brands of this .",5.000000
A39W5XTO1GA6G1,B0012Y0ZG2,1,1,5,I really like the H20 shampoo.,I really like the H20 shampoo .,5.000000
A1M1Y5UGONAW06,B019FWRG3C,1,1,4,"Who doesn't love the fragrance of lavender?  This is a large cellophane bag of the dried blooms, which look a bit like brown rice.  The fragrance is strong, even before opening the bag.  Little bowls of this placed around the house provide a lovely fresh atmosphere without being overpowering.  The 5.3 ounces is about two cups.

If you're looking for dried flower blooms for scented decorations, this isn't your product.  It's not pretty, but it does smell wonderful.  I'm waiting for someone to ask why I have a dish of rice on my coffee table!","Who does not love the fragrance of lavender ? which look a bit like brown rice . The fragrance is strong , even before opening the bag . Little bowls of this placed around the house provide a lovely fresh atmosphere without being overpowering . It is not pretty , but it does smell wonderful .",4.000000
A1L0QECT7J93ZP,B0012Y0ZG2,1,1,5,"Great body wash for sensitive skin. Definitely works for me. Leaves skin moisturized and clean. Will repurchase for sure.
PS: the candy scent is very pleasant as well.",Great body wash for sensitive skin . Definitely works for me . and clean . Will repurchase for sure . PS : the candy scent is very pleasant as well .,5.000000
A39WH9DUE96U1P,B000URXP6E,1,1,5,The best soaking liquid you'll find.  I lived in Germany for quite some time and camomile was always recommended for skin irritations and dryness.  This Herbaflor is excellent and will leave your body soft and relaxed.  Stores that I would usually buy it from either don't carry it or no longer exist.  I also love that it leaves the bath tub with no residue.  Thank you Amazon for carrying this product.,The best soaking liquid you will find . and camomile was always recommended for skin irritations This Herbaflor is excellent and will leave your body soft and relaxed . or no longer exist . I also love that it leaves the bath tub with no residue . Thank you Amazon for carrying this product .,5.000000
A205Q5S9B99B0L,B0012Y0ZG2,1,1,5,LOVE THIS,LOVE THIS,5.000000
A3JQUR31CLU4VK,B000URXP6E,-1,-1,1,Wow I was totally hyped to try this shower gel. According to the rate and review I thought this would be awesome. However I received the package all torn up and the bottle itself had no seal. Very disappointed,Wow I was totally hyped to try this shower gel . and review I thought this would be awesome . However I received the package all torn up and the bottle itself had no seal . Very disappointed,1.000000
A2I0X28L5E42VU,B000W0C07Y,-1,-1,1,I am very dissapointed in this. It smells so good at first but the smell goes completely away after 5 mionutes.,I am very dissapointed in this . It smells so good at first but the smell goes completely away after 5 mionutes .,1.000000
A3Q6RS3X7VRVW3,B000FI4S1E,1,1,5,Been a fave for decades,Been a fave for decades,5.000000
AMYTL79JMGQ6D,B0010ZBORW,1,1,4,"This inflates to an adjustable comfort zone, and has four suctions on the back to stay in place. The cover is terry-like with short soft nap. The size is wide enough to support across the shoulders. Overall, I was pleasantly surprised.","This inflates to an adjustable comfort zone , The cover is terry - like with short soft nap . The size is wide enough to support across the shoulders . Overall , I was pleasantly surprised .",4.000000
ABWHWMXZDQ25C,B000URXP6E,1,1,5,I brought this as a gift. It smells great. I love the price!,I brought this as a gift . It smells great . I love the price !,5.000000
A7QMV1ENEUAC9,B00006L9LC,1,1,5,"love this shampoo, came very quickly, thank you.","love this shampoo , came very quickly , thank you .",5.000000
A3Q6RS3X7VRVW3,B0012Y0ZG2,1,1,5,Been a fave for decades,Been a fave for decades,5.000000
A10M2MLE2R0L6K,B019FWRG3C,1,1,5,"I am a bath person.  I always have been.  I love floral bath salts (not the kind that get you in trouble), and this fits the bill perfectly.  The lavender scent is light and refreshing, surrounding you with a pleasing aroma.  The salts dissolve completely, not leaving gritty residue behind.","I love floral bath salts ( not the kind that get you in trouble ) , and this fits the bill perfectly . and refreshing , surrounding you with a pleasing aroma . The salts dissolve completely , not leaving gritty residue behind .",5.000000
ARZQ7AEFUXNPN,B0012Y0ZG2,1,1,5,Love this perfume. Light and feminine and doesn't give me a headache like many other fragrances.,Love this perfume . and does not give me a headache like many other fragrances .,5.000000
A2UOHALGF2X77Q,B000PKKAGO,1,-1,2,"I've been using Norelco rotary shavers for the last 20+ years. I've always found them to work well and be fairly comfortable. After a few years use, instead of replacing the heads and/or battery again, I pick up the latest top of the line Norelco that's available. The Arcitec 1090 looked awesome, and I was looking forward to using it when I received it. What a disappointing product. Bottom line, it does not work nearly as well as my Quadra Action or SmartTouch XL models. I gave it some time thinking maybe my skin needed to adjust to it, but it has not improved. It just gives a mediocre, uncomfortable shave. I've since returned it, and ordered new heads for my older Norelco. I would seriously think twice before spending $200 on this product.","I have always found them to work well and be fairly comfortable . After a few years use , instead of replacing the heads and/or battery again , I pick up the latest top of the line Norelco that is available . The Arcitec 1090 looked awesome , What a disappointing product . Bottom line , it does not work nearly as well as my Quadra Action but it has not improved . It just gives a mediocre , uncomfortable shave . I would seriously think twice before spending $ 200 on this product .",3.000000
A2HT5WENL8E5S6,B000URXP6E,1,1,5,If you have body acne this product is a must. I noticed a difference on my back and chest within the first week of using this body wash. It helps heal what is already there and helps prevent 95% of it from reoccurring!,It helps heal what is already there and helps prevent 95 % of it from reoccurring !,5.000000
AT55FHUTTF5DM,B000URXP6E,1,1,5,I always get compliments when I wear this perfume. It was delivered in a timely manner. It looked just like the picture. The price was nice.,I always get compliments It was delivered in a timely manner . It looked just like the picture . The price was nice .,5.000000
A2KV46HMWY1YWB,B00006L9LC,1,1,5,"Smells wonderful. Feels great on hands and arms, etc.",Smells wonderful . Feels great on hands,5.000000
AKFUG2XFPPWWM,B0012Y0ZG2,1,1,5,10 stars right here. This product helped me with my itchy skin and my sister's greasy hair complain.,10 stars right here . This product helped me with my itchy skin and my sister 's greasy hair complain .,5.000000
A22V1MD93T2FW9,B0012Y0ZG2,1,1,5,"I bought this for my husband. Hed been having issues with dandruff, but most dandruff shampoos cause skin issues. He loves it. Its just great for his hair and skin aside from helping with the dandruff. It smells good, too. Great product. I highly recommend it and would buy it again if it were still available on the site!","He Would been having issues with dandruff , because skin issues . He loves it . Its just great for his hair and skin aside from helping with the dandruff . It smells good , too . Great product . I highly recommend it and would buy it again if it were still available on the site !",5.000000
A3AZI828WJN1CD,B001LNODUS,1,1,5,"I can remember watching my grandma iron clothes. She used a lavender scented spray, and sometimes starch. The clothes also usually smelled of the fresh outside as we hung our clothes on a line. She would let me spray and iron the hankies and pillow cases. To this day the scent of lavender brings back such happy memories.

The Pre De Provence lavender spray smells fabulous. Not the least bit musty, which some lavender sprays can get a bit of a musty undertone, not this one. It's fresh and clean and brightens the entire room. I iron clothes inside out if I'm going to use any spray, and a light spritz left a wonderful fragrance, not overwhelming, and didn't stain my clothes. I would suggest trying a small out of the way place first.

The spray is also good for just refreshing laundry. Getting out winter clothes from storage that are perfectly clean but could just a use a little pick me up after storage.

also very nice spritzed lightly on the bed a half hour or so before going to bed leaves a clean, lavender sleep experience.

Truly something I'll be buying once this bottle is gone, although given how little it takes the bottle will last a while.","The clothes also usually smelled of the fresh outside as we hung our clothes on a line . To this day the scent of lavender brings back such happy memories . The Pre De Provence lavender spray smells fabulous . Not the least bit musty , which some lavender sprays can get a bit of a musty undertone , not this one . It is fresh and clean and brightens the entire room . and a light spritz left a wonderful fragrance , not overwhelming , and did not stain my clothes . The spray is also good for just refreshing laundry . that are perfectly clean also very nice spritzed lightly on the bed a half hour or so before going to bed leaves a clean , lavender sleep experience . Truly something I will be buying once this bottle is gone ,",5.000000
A3VJ27010XUWTF,B00W259T7G,1,1,5,I love soap with shea butter in it. I knew before that it is great for as moisturizer but I looked up and found that it dates back to the times of Cleopatra and actually has many uses like in some ointments. The smell is great but does not linger. I think it is great for everyone who has dry skin.,I love soap with shea butter in it . that it is great for as moisturizer and actually has many uses like in some ointments . The smell is great I think it is great for everyone,5.000000
A250XH0NBH6AHN,B0012Y0ZG2,1,1,5,This product is very gentle on my skin,This product is very gentle on my skin,5.000000
A245UNW3PI53NG,B0012Y0ZG2,1,1,5,I am allergic to a lot of things. I occasionally get a red rash over my body after using some other body washes. This one is an exception. Not a single complain. Perfect!,I am allergic to a lot of things . I occasionally get a red rash over my body after using some other body washes . Not a single complain . Perfect !,5.000000
A3CLPIHVAD1LI1,B0009RF9DW,1,1,5,Smells awesome love it!!,Smells awesome love it ! !,5.000000
A1C03381HL8SWG,B001OHV1H4,1,1,5,Love these drops!,Love these drops !,5.000000
A1KJ2M8NY458CE,B000URXP6E,1,1,5,"this is great and my pups never get the puppy smells, always clean","this is great and my pups never get the puppy smells , always clean",5.000000
A7COTFQZZ86N,B001OHV1H4,1,1,5,Does a great job of keeping hair from yellowing.  Leaves it clean and soft.,Does a great job of keeping hair from yellowing . Leaves it clean and soft .,5.000000
A1XDV760ZLXN57,B001OHV1H4,1,1,5,I have used this off and on for several years and is great for natural curly hair. Can't find it in any stores so was glad to find it on line. I was told they quit making it.,and is great for natural curly hair . Can not find it in any stores so was glad to find it on line .,5.000000
ASI6Y3IN52G9P,B0012Y0ZG2,1,1,5,This is a fantastic loose eye shadow set! The pigmentation is phenomenal and the color choices are great! I love this set!,This is a fantastic loose eye shadow set ! The pigmentation is phenomenal and the color choices are great ! I love this set !,5.000000
AOMVFFY4OPSPQ,B0012Y0ZG2,1,1,5,Worked great!,Worked great !,5.000000
ALC78IZMOVRHN,B000GLRREU,1,1,5,"I bought this based largely on the features and the reviews on Amazon. The hand held WP-450 model has a 2-year warranty, but I've never had the batteries last for two years. Some don't make it to 18 months. The one I bought a year ago now only lasts for about 4 or 5 sessions before the charge dies. I recharge them for over 24 yours when they get week, which is what Waterpik recommends. So I have two so I can use one while the other one charges. Got tired of all this and got this plug in model and I wish I had done this several years ago. Being tethered to the hose is not a problem at all, the hand unit is much lighter and more maneuverable than the battery model, lighter too. I use this on #7 setting on the dial and it is just about the same as my old 450 units with a fresh charge. The highest setting is really powerful! Control easy to use, uses the same tips as my old units. I floss first, lightly brush with a tooth brush, then use a Sonicare. After this routing my hygienist still found food under my gums during a routing cleaning! That is when I added the Waterpik to my routine and they never found food after that again. Amazing to see what flossing and brushing with a Sonicare leaves behind. I am 67 and my gums have receded, so I need the extra flushing power of a water flosser. Dental floss does not get down between the gum and base of the tooth. I recommend this for anyone who is either starting out with your first water flosser or using a rechargable unit that you don't want to replace every 18 months because the battery is failing. Extra tips store in the lid to the tank. Tank easy to remove for cleaning. Can even be washed in the dishwasher if you remove the rubber valve/plug unit. I love the design, tube coils up and stores in the side of the unit with the handle slipping in a holder, all tucked out of the way. My teeth feel super clean even 12  hours after using this wonderful machine. Well made with quality materials.","and the reviews on Amazon . The hand held WP-450 model has a 2 - year warranty , or 5 sessions before the charge dies . which is what Waterpik recommends . so I can use one while the other one charges . Got tired of all this and I wish I had done this several years ago . Being tethered to the hose is not a problem at all , the hand unit is much lighter and more maneuverable than the battery model , lighter too . and it is just about the same as my old 450 units with a fresh charge . The highest setting is really powerful ! Control easy to use , uses the same tips as my old units . Amazing to see what flossing I recommend this for anyone that you do not want to replace every 18 months because the battery is failing . Extra tips store in the lid to the tank . Tank easy to remove for cleaning . I love the design , tube coils up My teeth feel super clean even 12   hours after using this wonderful machine . Well made with quality materials .",5.000000
A2PUZMHH482FU7,B0012Y0ZG2,1,1,5,Love this stuff - i'm on my second order. Started to get thinning hair. now there's whisps where there wasn't any and hair feels thicker all over.,Love this stuff - i am on my second order . and hair feels thicker all over .,5.000000
A1IW22SHMMASQ6,B000URXP6E,1,1,5,"Have used this fragrance for years now; just love it!!!  Hard to find the matching shower gel, so very happy to have found
it on Amazon.  Five stars all the way!!!","Have used this fragrance for years now ; just love it ! ! ! Hard to find the matching shower gel , so very happy to have found it on Amazon .",5.000000
A2AXHDSJEBEOIB,B0012Y0ZG2,1,1,5,"smells delicious, cleans well, rinses off easily too. Moisturizing...I can even use this to shave. Great as a bubble bath, too!","smells delicious , cleans well , rinses off easily too . Great as a bubble bath , too !",5.000000
A2OCDK0BOW6UCY,B0010ZBORW,1,-1,3,"this is a cute shower cap. It comes in a little plastic envelope with a snap making it easy to tuck in a suitcase. The teal pattern is pleasant. The cap itself is unlined and made of rather crinkly plastic. The elastic is covered with white plastic. I've been growing out my hair and it is now past my shoulders. I was pleased that this cap was able to accommodate it all. The plastic is waterproof. the cap should fit most head sizes.

I use shower caps when airbrushing makeup and when actually painting the interior of my house as well as for showers and deep conditioning. This one certainly performs as well as any. the pattern is pretty but it is not especially comfortable or well made. especially considering the price point.  It does the job it was designed to do but the quality is on a par with the dollars store or discount beauty supplier.",this is a cute shower cap . It comes in a little plastic envelope with a snap making it easy to tuck in a suitcase . The teal pattern is pleasant . I have been growing out my hair I was pleased the cap should fit most head sizes . and when actually painting the interior of my house as well as for showers when actually painting the interior of my house as well as for showers This one certainly performs as well as any . the pattern is pretty but it is not especially comfortable or well made . or discount beauty supplier .,4.000000
A2W9I628I6SE1U,B00W259T7G,1,1,4,"I really like this soap, but I have to say that Shea Butter scent dominates and mutes the sandalwood scent. I love a strong, earthy sandalwood, but this is not that. It is more of a soapy perfume with a hint of sandalwood. That aside, the large bar lathers up richly and when it is finally rinsed off, it leaves me feeling refreshed and clean. It doesn't irritate my skin, but like other Pre de Provence soaps, it cleans so well that it can leave it feeling a little dry. I would definitely get it again, but just wish it smelled more strongly of sandalwood.

~ Kort","I really like this soap , that Shea Butter scent dominates I love a strong , earthy sandalwood , It is more of a soapy perfume with a hint of sandalwood . That aside , the large bar lathers up richly and when it is finally rinsed off , it leaves me feeling refreshed when it is finally rinsed off , it leaves me feeling refreshed and clean . It does not irritate my skin , but like other Pre de Provence soaps , it cleans so well that it can leave it feeling a little dry . I would definitely get it again , but just wish it smelled more strongly of sandalwood .",4.000000
A1JQIYKCPYFKG2,B0012Y0ZG2,1,1,5,My  favorite and hard to find.,My   favorite and hard to find .,5.000000
AKMC46NLSXDJX,B000FI4S1E,1,1,5,Boyfriend's mom LOVED it!!!,Boyfriend 's mom LOVED it ! ! !,5.000000
A1210QJT54O8T0,B00W259T7G,1,1,5,These soaps are wonderful. They leave your skin feeling so clean yet not dry. I really do love using them.,These soaps are wonderful . They leave your skin feeling so clean I really do love using them .,5.000000
