reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
A3VIH5YAG6UY27,B00DK0RPWS,1,-1,3,Got this for our friend who collects trains.  Haven't had the chance to gift it to him yet.  Hope it likes it.  They only cost $15 and seemed to be ok quality.,Got this for our friend Have not had the chance to gift it to him Hope it likes it . and seemed to be ok quality .,3.000000
A36OUMBE28M2LC,B014AHMWA4,-1,1,5,"This face is different from the usual Stephens we see in stores frequently. Get him while it's early before the collectors and ebayers buy him up.  Black dolls are hard to come by once they become popular. This doll has an awkward stance with a permanently bent knee. The body is quite annoying for playing and posing as there's barely any articulation. Not sure if an articulated male doll exists in this skin tone for a body transplant. May just have to live with it for a while. He can pass for mixed, hispanic or even Samoan! Check out a more detailed review I will have for him as well as other doll reviews on my YouTube channel: Broken BarbieTV.  Leave questions in the comments, I will respond much faster there, than on here.","Black dolls are hard to come by once they become popular . This doll has an awkward stance with a permanently bent knee . The body is quite annoying for playing Not sure if an articulated male doll exists in this skin tone for a body transplant . Check out a more detailed review I will have for him as well as other doll reviews on my YouTube channel : Broken BarbieTV .   Leave questions in the comments , I will respond much faster there , than on here .",5.000000
ADP2GX1QS1IP4,B00BDMNBMI,1,-1,3,"Very cute! Great gift idea for a toddler that loves music. My grandma got this for my son's 1st birthday and he really enjoys playing with it.

*Update* I had to take this toy down from a 5 star to a 3 star, because it didn't last. One of the xylophone keys came loose and one of the round tips of the drumsticks broke within 6 months. There wasn't a way to reattach either, so we eventually got a not as cute Fisher-Price one.","Very cute ! Great gift idea for a toddler that loves music . and he really enjoys playing with it . One of the xylophone keys came loose and one of the round tips of the drumsticks broke within 6 months . There was not a way to reattach either , so we eventually got a not as cute Fisher - Price one .",3.000000
A2VXJ7T9N0L9DA,B00XUYWU9C,1,-1,2,"My boys LOVE legos, and overall my son was pleased with this set, which he used his own money to buy. The reasons for the lower rating is that the instructions are not included for the dragon. There are several different ways that you can build it, but NONE of them are included. You must look them up online and download them, which is very inconvenient and unexpected. One of the things I have appreciated about the LEGO brand is that building instructions are always included in the box. Not everyone has access to the internet to download instructions.

Furthermore, to add insult to injury, there were instructions included for the Lloyd figure. As my 7 year old said, ""I KNOW how to build a guy! It's just like all the others. Why did they put instructions for that and not the dragon which I've never built before?"" It's a good question. We have finally found the instructions, but it was still disappointing. I can understand having some be only available online, but I still think you should include the instructions for at least one of them in the box so that children can enjoy it immediately.","My boys LOVE legos , and overall my son was pleased with this set , The reasons for the lower rating is which is very inconvenient and unexpected . One of the things I have appreciated about the LEGO brand is Furthermore , to add insult to injury , there were instructions included for the Lloyd figure . It is just like all the others . It is a good question . but it was still disappointing . I can understand having some be only available online , that children can enjoy it immediately .",2.000000
A1R0BQRI2B6X7V,B0013WF6A8,1,-1,3,"Our family loves to play trivia games. We took the device on a trip with us and it was very convenient having it electronically instead of using the old cards. We downloaded additional questions online, plus we made up some of our own so that even our 4 year old grandson was able to answer some of the questions (it made him feel like he was contributing).

However, now that years have gone by and you can play trivia on phones and iPads, the software is no longer available for this game which is a big disappointment. I wanted to create more more personal questions for my grandson.","Our family loves to play trivia games . and it was very convenient having it electronically instead of using the old cards . that even our 4 year old grandson was able to answer some of the questions ( it made him feel like he was contributing ) . and you can play trivia on phones and iPads , the software is no longer available for this game which is a big disappointment . I wanted to create more more personal questions for my grandson .",3.000000
A5GH0YNIDP48P,B000P6Q7MY,-1,1,4,"From the eyes of a preschooler, the most exciting part of playing with this Shrinky Dinks kit was to watch the charms curl up and then shrink in the oven.  For the flower pieces, it literally looked like the flower curled up and then opened!  Very fun to watch them in the oven.  My only concern is that you cannot do more than a couple at a time because due to the various sizes of each piece, some bake faster than others.  If you leave them all in the oven for the same amount of time, those ones that cooked faster will crack!  And because it takes time to do a couple at a time and then coloring takes time, we ended up having the oven ON all afternoon at 325F.  I think daddy thought that this was an $$ activity from an energy usage perspective.  From mommy's perspective, it was a lot of fun.  Much less work that I expected.  I just had to help with the baking process.  My little one managed to color them all by herself.  At first, she hesitated because the pieces are kinda small for her tiny fingers to hold down in place when coloring.  She needed a little bit of help to so do at the beginning and then she realized that the coloring does not have to be perfect within the lines yet the charms turn out beautiful.  Then, she just relaxed and color away.  I had some concern about 'sealing' the charms afterward because I thought the color may come off but so far so good.  Not needed.  Overall, I would recommend this activity kit for preschoolers and up who is looking for a new medium to express their arty side.","From the eyes of a preschooler , the most exciting part of playing with this Shrinky Dinks kit was to watch the charms curl up For the flower pieces , it literally looked like the flower curled up Very fun to watch them in the oven . My only concern is because due to the various sizes of each piece , some bake faster than others . If you leave them all in the oven for the same amount of time , those ones that cooked faster will crack ! that this was an $ $ activity from an energy usage perspective . From mommy 's perspective , it was a lot of fun . Much less work I just had to help with the baking process . At first , she hesitated because the pieces are kind of small for her tiny fingers to hold down in place She needed a little bit of help to so do at the beginning that the coloring does not have to be perfect within the lines yet the charms turn out beautiful . Then , she just relaxed I had some concern about ' sealing ' the charms afterward but so far so good . Overall , I would recommend this activity kit for preschoolers",4.000000
A2PLWER3W9YC4S,B002IVFOC8,-1,1,5,"After enjoying the MCX so much, I wasn't sure if I should buy the MSR, the CP Pro, or jump straight to the Blade 400, which will be my next heli. I almost went with a CP Pro since the price is close but you get a good 6 channel radio with the CP. Thing is, you get a better 6 channel transmitter with the Blade 400, so the MSR BNF still seemed like the most cost effective stepping stone.

At first, I thought I made a mistake because the MSR was much more unpredictable than the MCX, and I thought the problem was partly the imprecise basic transmitter. But after some practice, most of the the unpredictability was due to me learning single-rotor flight characteristics. The basic radio is definitely too vague and clunky for the MSR, but it is adequate.

I find the MSR a little frustrating because it can (and often does) go way too fast for indoors, but at a mere 0.8 ounces plus 0.2 for the battery, any wind blows it away. It's a great little performer without a reliable venue.

Great: Maneuverability, speed, overall durability, single rotor, sounds angry, extra tail rotor and mixing flybar, comes with two batteries (uses one at a time) and a great 4-battery charger with a wall plug.

Frustrating: Unstable in a light wind, too sporty for the basic transmitter (precision control is much better in the low rate mode, but then it lacks the control throw to move any faster than an MCX), flight time per battery is shorter than the MCX even with the 120mAh battery.

The MSR's surprising, MCX-like durability was definitely the best reason to choose it as an intro to single rotor flying.","After enjoying the MCX so much , I was not sure if I should buy the MSR , the CP Pro , or jump straight to the Blade 400 , but you get a good 6 channel radio with the CP . Thing is , you get a better 6 channel transmitter with the Blade 400 , so the MSR BNF still seemed like the most cost effective stepping stone . At first , I thought I made a mistake because the MSR was much more unpredictable than the MCX , and I thought the problem was partly the imprecise basic transmitter . The basic radio is definitely too vague and clunky for the MSR , but it is adequate . I find the MSR a little frustrating and often does ) go way too fast for indoors , It is a great little performer without a reliable venue . Great : Maneuverability , speed , overall durability , single rotor , sounds angry , extra tail rotor and mixing flybar , comes with two batteries ( uses one at a time ) and a great 4 - battery charger with a wall plug . Frustrating : Unstable in a light wind , too sporty for the basic transmitter ( precision control is much better in the low rate mode , but then it lacks the control throw to move any faster than an MCX ) , flight time per battery is shorter than the MCX even with the 120mAh battery . The MSR 's surprising , MCX - like durability was definitely the best reason to choose it as an intro to single rotor flying .",5.000000
A22XX2YWF4R11N,B00M9G4AIG,1,-1,3,work as expected,work as expected,3.000000
A1SN9LY4BE6ZF0,B00IUOAH5Q,-1,1,5,"These were the hit of the white elephant gift exchange. They were the first item to be fought over!  3 people after the party asked me where they could buy their own!

My only disappointment is that it looks like the price has gone up since I purchased them, otherwise I would consider buying more.","These were the hit of the white elephant gift exchange . They were the first item to be fought over ! 3 people after the party asked me My only disappointment is that it looks like the price has gone up since I purchased them ,",5.000000
A1I1YMVOQ2XWBB,B00D2SB2RW,1,-1,3,"The puzzle itself is a beautiful picture.  Good box.

1.  some pieces are flimsy---it's like the cardboard was dough that was handrolled, thick in some spots and thin in others.
2.  Some pieces are curling or coming apart, straight out of the bag.
3.  the box doesn't show the entire puzzle.  A good inch on one side is missing on the box, and about the same is added on the other side--and that is not showing on the box either.

On these Disney Dreams puzzles, I love the fact there are characters from other Disney films,  (not necessarily in this one, but among all the puzzles I've purchased so far)  including Bambi, Tinkerbell and Pinocchio.  It's cute.","The puzzle itself is a beautiful picture . Good box . some pieces are flimsy --- it is like the cardboard was dough or coming apart , straight out of the bag . A good inch on one side is missing on the box , On these Disney Dreams puzzles , I love the fact there are characters from other Disney films ,   ( not necessarily in this one , It is cute .",3.000000
A2USC2RUNJQZNZ,B005AW2XK8,1,-1,3,"These are cute, but they are kind of big and the edges are sharp. I wanted to use these for a craft with my 4 year olds but decided against it because of the sharpness.","These are cute , but they are kind of big and the edges are sharp .",3.000000
A2DST98AP2C7ST,B00XRDHIBG,-1,1,5,"Bought one for nephew, had to get one for grandson, both boys 2 yrs old","Bought one for nephew, had to get one for grandson, both boys 2 yrs old",4.000000
A3D7MDWYNH1SPA,B000X764IW,1,-1,3,Gold on dark purple speckled dice. Maybe not the best Combo for visibility. However they look great. I drilled holes in them to string up a unique gaming themed Christmas ornament...so the Colors were perfect.,Gold on dark purple speckled dice . Maybe not the best Combo for visibility . However they look great . I drilled holes in them to string up a unique gaming themed Christmas ornament ... so the Colors were perfect .,3.000000
AU5ZU5GX0FTTB,B008V2B5AS,1,-1,3,"Our son really loves to play with this at times. He is either really into it or completely forgets about it. One thing though, it took my husband forever to put together and was a huge pain in the butt and took several hours.",Our son really loves to play with this at times . and was a huge pain in the butt,3.000000
A8LFN3U3BFL2N,B000F3SYY6,-1,1,5,"This game is a lot of fun. Most certainly it's different and it doesn't require 2 million game pieces, a booklet with 900 pages of rules. The goal is simple, but getting there requires planning, logistics and taking calculated risks.",This game is a lot of fun . Most certainly it is different and taking calculated risks .,5.000000
A3CZGIFI80B2MW,B00CQHYZ9C,-1,1,4,"Nice quality, good for 1 or 2 year olds, songs get repetitive and older kids will get bored quickly","Nice quality , good for 1 or 2 year olds , songs get repetitive and older kids will get bored quickly",4.000000
A2H44WVZS59KKT,B017DPFROS,-1,1,4,"This is a Velocity Toys Baja off-road truck. It is 1:10 scale, 15.5"" x 9.5"" x 6.5"". The body is lightweight and is removable. The car has a working suspension front and rear. The tires are soft and have a knobby tread and get good traction. It's fun to drive and has good power.

It uses a 7.4V battery that's really two 3.7V batteries put together. It uses a USB charger that has an indicator that changes from red to green when it's done charging. The remote has a steering wheel and a trigger and uses four AA batteries (that are not included).

The only thing about it that I thought could be better is the steering. It doesn't turn very sharply and sometimes it takes a couple of tries to get around the corner. Now that I'm more practiced I can get it around a sharp corner if I accelerate and spin the rear tires.

This would be a good choice for younger kids as it isn't overly fast and could be driven around inside on a rainy day if you have room.

NOTE:  I received this product in exchange for my honest review.",The tires are soft and get good traction . It is fun to drive and has good power . that I thought could be better is the steering . It does not turn very sharply that I am more practiced I can get it around a sharp corner if I accelerate This would be a good choice for younger kids as it is not overly fast and could be driven around inside on a rainy day if you have room . I received this product in exchange for my honest review .,4.000000
A2Y3HLLYTGR3AY,B0195NQX2G,1,-1,3,"It's cute, but was hoping for a little more interaction.","It is cute , but was hoping for a little more interaction .",3.000000
A28ZNX4KB8C8N0,B00CXEXOZO,-1,1,4,overall its a cute little came. just wish the butterflies came out of it better. it takes a little while for them to come to the top of the trunk. works better on hard floor than carpet,overall its a cute little came . just wish the butterflies came out of it better . it takes a little while for them to come to the top of the trunk . works better on hard floor than carpet,4.000000
A23R9SZOAXI7ZE,B00TVLUBLC,-1,1,4,"When they say miniature, they seriously meal miniature!","When they say miniature , they seriously meal miniature !",4.000000
A3EI4K5U61UZ7,B000F3GNW6,-1,1,4,"This model, the pink one wiith the green ring around the lense, is the discontinued model of the girls Kid Tough camera.  The newer version got worse reviews which is why I looked so hard for this one.  I searched online and in retail stores.  Walmart, Toys R US and Target are clearing out these versions for 48.99.  I found mine at a Walmart.  I almost paid [...] online for it!  So look around locally first...you might find one!","This model , the pink one wiith the green ring around the lense , is the discontinued model of the girls Kid Tough camera . The newer version got worse reviews why I looked so hard for this one .",4.000000
A11KGOH0K04B09,B004C7MEWY,1,-1,3,"Just opening the bag, a little green holding tab ripped almost completely off. I have a little pink one for my eldest daughter and it is much better made. This one collapses too easily. There is no way to lock it in place like the other one I have. But it is too damn cute. My daughter loves it so much.
Also there is only a very small handle on the bag for carrying. You cannot put it on your shoulder like my other one.","Just opening the bag , a little green holding tab ripped almost completely off . and it is much better made . This one collapses too easily . There is no way to lock it in place like the other one I have . But it is too damn cute . My daughter loves it so much . You can not put it on your shoulder like my other one .",3.000000
A2GUEU9U6BG8IU,B014AHIRQW,-1,1,4,"I bought two of these .
They are great when they work but they are not as responsive as you would like them to be , sometimes the car will bang the plastic lever and stop for a while till the gimmick recognises that its supposed to go off.
This will work with the majority of your cars and will give them a nice boost to keep going down the track
is a must have addition although it works 3 out of 5 times , knowing what I know I'd still buy it again.","They are great when they work but they are not as responsive as you would like them to be , sometimes the car will bang the plastic lever and stop for a while till the gimmick recognises This will work with the majority of your cars and will give them a nice boost to keep going down the track although it works 3 out of 5 times , knowing what I know I would still buy it again .",4.000000
A10V90HYEIDN50,B01CNBJYL4,-1,1,4,"This is a really fun, engaging toy, but I gave it four stars, because it is more like a light up, talking toy with buttons than it is a register.  The + and = symbols do not work to add numbers, but then again, my 14m old cannot do math, so it matters very little.  The scale is mostly for show-it does not go down with the food included in the package, you have to press down on it to get it to do anything.  I am bummed, along with other reviewers, that there is no play money included.  I also thought the noises and words associated with the number buttons were a little over the top and took away from the ""register"" experience (but, again, that did not bother my 14m old).

If you forget that it's a register, there is a lot of engaging stuff going on with this toy.  Lights, sounds, spinning wheels, the credit card slot, the drawer that springs open, the tiny basket with food...this is a fun toy for sure.  If you're looking for a more authentic register, do not go for this toy.  However, if you're looking for something that your baby/toddler will love to bang on and play with, then this is definitely a worthy toy!","This is a really fun , engaging toy , because it is more like a light up , talking toy with buttons than it is a register . and = symbols do not work to add numbers , but then again , my 14 m old can not do math , so it matters very little . that there is no play money included . I also thought the noises and words associated with the number buttons were a little over the top that did not bother my 14 m old ) . If you forget that it is a register , there is a lot of engaging stuff going on with this toy . Lights , sounds , spinning wheels , the credit card slot , the drawer this is a fun toy for sure . If you are looking for a more authentic register , do not go for this toy . that your baby / toddler will love to bang on and play with , then this is definitely a worthy toy !",4.000000
AXUJFOFQZNTN,B00JXKQWU0,1,-1,3,"My son and I first heard of Little Bits at a local Makers Fair.  One of the tables was run by a self-described Little Bits Evangelist and he had several interesting projects he created with these things.  We left the Fair intrigued by these products.

Son is very interested in electronics.  We had him set up with numerous Snap Circuits kits as well as other DIY project kits.  He's comfortable putting together interesting circuit designs.  This did seem like a natural fit for him...looking like it's part LEGO, part electronics, all fun.  And indeed, with this set he did do some interesting projects that were included with the kit.  He had a lot of fun designing his own satellite dish and understanding how parabolas work (for context, he's a precocious 11).

All in all, it does seem like a very open ended continuation of learning about circuits.  My kid can build certain circuits from scratch, but now with Little Bits he takes pre-made circuits and puts them all together into larger projects.  However, my complaint is twofold...

First, the target audience seems unclear to me.  The LEGO-like nature of this product along with the kid-friendly instructions for the projects make me think this is something aimed at older pre-teen kids, but the actual use of them seems to imply an even older audience.  Not that I don't think a product should push the envelope for kids - it should.  But there do seem to be a limited number of modules in this kit which seems to have an inherent limit as to what you can make with it.

Which leads me to my second criticism.  If this is aimed as a learning tool/product for kids, well, the price point is kind of up there.  This product seems to give a limited number of modules which cannot really be combined in all possible combinations, at a price that makes it risky to purchase for a kid who may exhaust the potential of the kit relatively quickly.  Certainly one can buy other kits, or even other modules ala carte, but those aren't inexpensive either.  I think the price point really does limit the willingness of a parent to take a chance on this.

Reviewing the Little Bits website, I see that Little Bits are also used by some adults to create demonstration prototypes (for, say, a startup company), and that it seems to me is its strongest market niche.  Adults with a strong background in design would certainly find it easy and convenient to have a supply of ready-made snap-together circuits to create something.  I'm just not sure if kids are really going to get lasting value out of Little Bits without a large (and, frankly, expensive) inventory of modules.

Overall I do appreciate the concept and I think the innovation of small pre-built snap-together circuit modules is compelling.  I just wish the price point was set so as to make it accessible to more kids, if indeed kids are the target audience.","and I first heard of Little Bits at a local Makers Fair . and he had several interesting projects he created with these things . We left the Fair intrigued by these products . Son is very interested in electronics . We had him set up with numerous Snap Circuits kits as well as other DIY project kits . He is comfortable putting together interesting circuit designs . This did seem like a natural fit for him ... looking like it is part LEGO , part electronics , all fun . And indeed , with this set he did do some interesting projects He had a lot of fun designing his own satellite dish and understanding how parabolas work ( for context , he is a precocious 11 ) . All in all , it does seem like a very open ended continuation of learning about circuits . My kid can build certain circuits from scratch , However , my complaint is twofold ... First , the target audience seems unclear to me . The LEGO - like nature of this product along with the kid - friendly instructions for the projects make me think this is something aimed at older pre - teen kids , But there do seem to be a limited number of modules in this kit which seems to have an inherent limit as to what you can make with it . Which leads me to my second criticism . If this is aimed as a learning tool / product for kids , well , the price point is kind of up there . This product seems to give a limited number of modules that makes it risky to purchase for a kid who may exhaust the potential of the kit relatively quickly . Certainly one can buy other kits , but those are not inexpensive either . I think the price point really does limit the willingness of a parent to take a chance on this . that Little Bits are also used by some adults to create demonstration prototypes ( for , say , a startup company ) , and that it seems to me is its strongest market niche . that it seems to me is its strongest market niche . Adults with a strong background in design would certainly find it easy and convenient to have a supply of ready - made snap - together circuits to create something . I am just not sure if kids are really going to get lasting value out of Little Bits without a large ( and , frankly , expensive ) inventory of modules . Overall I do appreciate the concept and I think the innovation of small pre - built snap - together circuit modules is compelling . I just wish the price point was set so as to make it accessible to more kids , if indeed kids are the target audience .",3.000000
A2PJP7YMUWAA4O,B001AQPMCO,-1,1,5,I tried this last night just to see how well it worked. I used it on an old diffuser bottle I had and it turned out better than I expected. The etching wasn't as dark as I wanted so I put another coat on and it looks just how I wanted it to. Haven't tried using the stencils yet. I just used a freehand picture and cut it from the vinyl.,I tried this last night just to see how well it worked . and it turned out better than I expected . The etching was not as dark as I wanted so I put another coat on I just used a freehand picture and cut it from the vinyl .,5.000000
A303NWVMJ64BOD,B01ADUE85O,-1,1,5,"Great for little kids, better than markers

Pros:
The markers are a good size for little kids, too small and they cant hold it stable too big and they cant stabilize them
The colors come out at an appropriate rate - too much flow and it they splatter everywhere too little and kids get frustrated
The pages for download were easy enough

Cons:
Just put some paper under the work area its tough to clean up stray dots

Overall:
Great activity for a toddler (2-5) anything to keep a toddler occupied for 15 mins is worth it.","Great for little kids , better than markers 

 Pros : The markers are a good size for little kids , too small and they can not hold it stable too big and they can not stabilize them The colors come out at an appropriate rate - too much flow and it they splatter everywhere too little and kids get frustrated The pages for download were easy enough 

 Cons : Just put some paper under the work area its tough to clean up stray dots Great activity for a toddler ( 2 - 5 ) anything to keep a toddler occupied for 15 mins is worth it .",5.000000
A2QNYSXBYPNEFO,B01C84OO2A,-1,1,4,"The Batman Deluxe Utility Belt set is a really cool add-on to any Batman suit. There is a little dart gun, a Bat Flashlight, little bat throwing pieces (that fold so you can put them in the case), and a pretend Bat communicator. Like many of the other reviews, the only problem is that some of the items don't stay secure on the belt, and keep falling off (like the darts). Although some of the items fall off easily, my six year old son still plays with this belt quite often.","The Batman Deluxe Utility Belt set is a really cool add - on to any Batman suit . There is a little dart gun , a Bat Flashlight , little bat throwing pieces ( and a pretend Bat communicator . Like many of the other reviews , the only problem is that some of the items do not stay secure on the belt , and keep falling off ( like the darts ) . Although some of the items fall off easily , my six year old son still plays with this belt quite often .",4.000000
ALZNT57WHMMJP,B003LQVZOK,1,-1,3,"My little girl love baby einstein videos and she is especially excited about the lion. So I had to buy this for her! It was perfect, perfect for small kids to handle (it is smaller than some similar toys), looks very similar to the lion on the baby einstein video and music is very nice. The problem is that after few months only the feet work...","My little girl love baby einstein videos and she is especially excited about the lion . It was perfect , perfect for small kids to handle ( it is smaller than some similar toys ) , looks very similar to the lion on the baby einstein video and music is very nice . The problem is that after few months only the feet work ...",3.000000
A1CTANYH2ME7J,B000066SW0,1,-1,3,bought these in addition to a play hut.  Found same product at local Fleet Farm for much cheaper.,bought these in addition to a play hut . Found same product at local Fleet Farm for much cheaper .,4.000000
A2XDW222PI3KSU,B00R8ZVPXG,1,-1,3,Good,Good,3.000000
A1CJJ99IZDH8BL,B00D8STBHY,-1,1,4,"My 5 and 1 year old love this game. I do have to say that ""they don't make them like they used to"". Plastic is cheaper and thinner. I don't see it lasting as long as the one I had when I was young but it's working.","and 1 year old love this game . that "" they do not make them like they used to "" . Plastic is cheaper and thinner .",4.000000
A2QR1BZ48HL04V,B00GSXKWB0,-1,1,5,"I wouldn't let my husband buy this for our grandchild at first as I thought it would be poor quality and an annoyance.  Boy, was I wrong.  It's a hit with all the grandkids and we've bought another one.  Just always remember to check under the seat when you are missing something in your house; the kids love to store/hid thing in the secret compartment!","I would not let my husband buy this for our grandchild at first as I thought it would be poor quality and an annoyance . Boy , was I wrong . when you are missing something in your house ; the kids love to store / hid thing in the secret compartment !",5.000000
ATOPRZ8U1SGJ4,B00CNNPPUW,1,-1,3,Kids liked it when it arrived but have rarely played with it since. Cute idea but a bit difficult to use the glasses / noses.,Kids liked it but have rarely played with it since . Cute idea but a bit difficult to use the glasses / noses .,3.000000
A2D7E76KWCBYJO,B000QSE3MM,1,-1,3,"I ordered this for a niece to play with on a private golf course with the grown ups on a family vacation.
PRO: Niece had fun.
CON: After ordering I found several sets at dime stores for half the price.",I ordered this for a niece to play with on a private golf course with the grown ups on a family vacation . PRO : Niece had fun .,3.000000
