reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
A1LHAXBM5GBJS2,B00W259T7G,-1,1,4,"Oh my, this is one of the soaps I new arrived the moment I opened my mailbox because I could smell it already.  Then I took it out of the package, put it in my soap holder in my bathroom and when I went to bed at night, I could smell it just walking up my stairs.  The strength of the smell did die down after a couple days.  And about putting it in my soap holder, this bar is so big it barely even fit, much bigger than your standard bar for better or worse.  Better in that it will likely last almost twice as long.  Worse in that it is almost too big to hold (and probably is for people with small hands; I will not name names).  I guess I never put much thought into what Pomegranate smelled like, and now that I have taken a long strong whiff of it, I cannot say it is my favorite smell.  But more importantly it does leave me feeling clean without drying my skin and that is really all you can ask of your soap.","because I could smell it already . and when I went to bed at night , I could smell it just walking up my stairs . when I went to bed at night , I could smell it just walking up my stairs . The strength of the smell did die down after a couple days . And about putting it in my soap holder , this bar is so big it barely even fit , much bigger than your standard bar for better or worse . Better in Worse in I guess I never put much thought into what Pomegranate smelled like , that I have taken a long strong whiff of it , I can not say it is my favorite smell . But more importantly it does leave me feeling clean without drying my skin",4.000000
A3T2BPXBDMLJPE,B000FI4S1E,1,-1,3,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.,Good light scent . Have received complements from people that I smell nice after using it . because bottle is kind of small for a shower gel ( size compariso photo attached ) and it does not really help me wake up in the morning like other products .,4.000000
A2CZ98V784SRJ0,B0010ZBORW,-1,1,4,"This might have been a nice product if they had been a usable size.  Even accounting for wiggling wet hands into fabric, these are oversized.  They should be clearly labeled as EXTRA LARGE and their should be a smaller version as an option.  Offering at least two sizes (S/M and L/XL) seems a fair expectation.  Without size options, I expect the size to be ""medium"" not extra large.  This is neither one-size-fits-all or one-size-fits-most.

If your hands are small, these are unusable.  If your hands are average, you will still find this big.

Fabric is soft and washable.","This might have been a nice product if they had been a usable size . They should be clearly labeled as EXTRA LARGE and L / XL ) seems a fair expectation . If your hands are small , these are unusable . Fabric is soft",4.000000
A24W4W9E62FZP2,B0012Y0ZG2,1,-1,2,No change my scalp still itches like crazy. It doesnt lather at all so its very hard to move around the hair and scalp. It does smell good and my hair feels clean.,No change my scalp still itches like crazy . It does not lather at all so its very hard to move around the hair It does smell good and my hair feels clean .,4.000000
ANM9LSZS7C67V,B0017TZD7S,-1,1,4,"This is great since I am on a Military base and have common showers.  Makes good lather.  I use the softer side and the rough side on my feet!  Maybe I am a big baby, but it hurts to use the rough side anywhere else.",This is great since I am on a Military base Makes good lather . I use the softer side and the rough side on my feet ! but it hurts to use the rough side anywhere else .,4.000000
A2W643VRI6ELN,B0012Y0ZG2,-1,1,5,I haven't gotten it yet because I ordered it today but I'm hoping it will be good for me to use,but I am hoping it will be good for me to use,5.000000
A1X60YTH1F0Y9A,B0012Y0ZG2,-1,1,5,"Finding a ""natural"" shampoo that isn't disappointing is a challenge. They usually fail to lather and leave hair feeling dry or dull. This shampoo lathers just enough and as someone with straight, somewhat thin hair, I've been pleased with the way this shampoo really does smooth the hair but without weighing it down.","Finding a "" natural "" shampoo that is not disappointing is a challenge . They usually fail to lather and leave hair feeling dry or dull . This shampoo lathers just enough and as someone with straight , somewhat thin hair , I have been pleased with the way this shampoo really does smooth the hair",5.000000
A3AZI828WJN1CD,B00EF1QRMU,-1,1,5,"Over the last 52 years I have made demands on my body and backed it up with miracle products. I want my tummy flat and my hair poofy, somehow my body got confused - with opposite results, so I have flat, yet still frizzy, hair. In the meantime I'm at that ""I need a haircut"" stage where I'm not sure what I want to do with it, so it's sort of half grown out, not long enough for headbands or to hold back, not short enough to really be a style, just unmanageable.

I decided what the heck and tried some Toni&guy plumping whip to see if I could whip it back into shape. The whip is a semi solid, sort of like coconut oil texture when it gets cool. The scent is very light and doesn't really smell of anything, no floral or perfume smell. The directions say to use a walnut size scoop, but since my hair is short I used about half that. Towel dry, scoop, put on hair, run through, dry. Easy enough, the whip didn't feel heavy on my fingers or hair, it rubbed through easily and I got out my blow dryer and went to work.

The crown and top of my hair plumped right up, and styled easily. I blew it flat by the ears so it wouldn't stick out and that worked too, so if you're doing a convoluted have lift half flat style this will work just fine. There is no residue feeling when I run my hand through my hair, and the volume probably increased by a good half.

I'm very pleased with the Tono&Guy (Liked the shampoo too, but that's another review) and my plump hair, now if my tummy would just get the memo I'd be set.","and backed it up with miracle products . I want my tummy flat and my hair poofy , somehow my body got confused - with opposite results , so I have flat , where I am not sure what I want to do with it , so it is sort of half grown out , not long enough for headbands or to hold back , not short enough to really be a style , just unmanageable . I decided what the heck The whip is a semi solid , sort of like coconut oil texture when it gets cool . and does not really smell of anything , no floral or perfume smell . The directions say to use a walnut size scoop , Towel dry , scoop , put on hair , run through , dry . Easy enough , the whip did not feel heavy on my fingers or hair , it rubbed through easily and I got out my blow dryer and went to work . and top of my hair plumped right up , and styled easily . and that worked too , so if you are doing a convoluted have lift half flat style this will work just fine . that worked too , so if you are doing a convoluted have lift half flat style this will work just fine . There is no residue feeling when I run my hand through my hair , and the volume probably increased by a good half . I am very pleased with the Tono&Guy ( Liked the shampoo too ,",4.000000
A1EGCED01USBA9,B00W259T7G,-1,1,5,I purchased this same brand of soap at a 250mg size. I wanted to purchase this for travel reasons. Therefore I won't have to bring a larger size and risk it cracking or breaking apart in my suitcase. I have so many scents...That if I were to say of the dozen bars of each scent...Your head would spin! You can never go wrong with Pre De Provence...,and risk it cracking or breaking apart in my suitcase . You can never go wrong with Pre De Provence ...,5.000000
A337VOJXCV97F6,B0012Y0ZG2,-1,1,5,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!,Do NOT use this sight unless you are very wealthy !,5.000000
A3RMWHVP1CX5J1,B00006L9LC,-1,1,5,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import....",Pricey,5.000000
AABWJ79OLTS38,B0012Y0ZG2,1,-1,2,"I was expecting a gel that would lather up nicely, this is a very thin/water like liquid.  It smells good but the bottle will be gone in 2 weeks because of how thin it is.  I haven't used much, maybe I can return it.","that would lather up nicely , this is a very thin / water like liquid . It smells good",4.000000
A222BBVJ75BTFE,B00006L9LC,-1,1,4,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles).","Love the product , except for the fact that TWO bottles have now broken after being dropped in the shower . The tops needs to be screwed off which I would change to a more friendly flip top The product is too expensive to   be wasted down the drain because the top keeps getting broken off ( two different bottles ) .",4.000000
AKJHHD5VEH7VG,B007V6JNE0,1,-1,3,"I'm giving this three stars because it does work but the results do not justify the price.

I've been using this for over two months. Before I started I couldn't even get my lashes on a curler. They were that short. Within two and a half weeks I could see a difference. Within a month I could get my lashes on a curler.

This product did make my eyelids itchy. No irritation in my eye though when I accidentally got some in it.  I also noticed a weird looking line above my lahses that is lighter than the rest of my skin.

I've used this as directed.  I did see improvement but I think there is a natural plateau to the length and amount of eyelashes that one's DNA will allow. I've hit mine.  Overall a good product but I can't see spending the money on it again (I got mine for 60% off and still can't justify it).",I am giving this three stars because it does work This product did make my eyelids itchy . No irritation in my eye though when I accidentally got some in it . I also noticed a weird looking line above my lahses that is lighter than the rest of my skin . I did see improvement but I think there is a natural plateau to the length that one 's DNA will allow . Overall a good product,3.000000
